Box_1,Box_2,Box_3,Box_4,Score,Type,Accept
28.8259353637695,26.25,0.0447998046875,15.625,0.706774592399597,USV,1
31.1891632080078,25.9375,0.0287990570068359,8.4375,0.780748128890991,USV,1
94.8955078125,26.25,0.0304031372070312,6.25,0.729641854763031,USV,1
293.773010253906,39.0625,0.0447998046875,5.625,0.716323673725128,USV,1
311.811645507812,39.375,0.02880859375,5.9375,0.745306849479675,USV,1
444.081970214844,25,0.03839111328125,12.1875,0.763852179050446,USV,1
503.053863525391,26.5625,0.032012939453125,7.1875,0.704296827316284,USV,1
826.272033691406,25.3125,0.03997802734375,12.1875,0.765750706195831,USV,1
1030.06640625,27.8125,0.0543212890625,7.1875,0.706111192703247,USV,1
1418.45654296875,26.875,0.0303955078125,9.375,0.702697455883026,USV,1
1647.31677246094,35.3125,0.0224609375,4.375,0.718886315822601,USV,1
1703.93029785156,25.625,0.031982421875,9.6875,0.71187436580658,USV,1
1975.25817871094,25.625,0.0303955078125,9.6875,0.705201685428619,USV,1
2095.57153320312,29.6875,0.027099609375,10.3125,0.712636828422546,USV,1
2097.93798828125,30.3125,0.027099609375,9.6875,0.738922834396362,USV,1
2298.4716796875,25,0.04150390625,11.25,0.728449285030365,USV,1
2307.91162109375,25.9375,0.02880859375,8.75,0.741168737411499,USV,1
2628.76342773438,25.9375,0.043212890625,10,0.72347104549408,USV,1
2633.49462890625,25.3125,0.027099609375,11.875,0.711381852626801,USV,1
2742.02392578125,25.625,0.02880859375,9.6875,0.700143992900848,USV,1
2855.2685546875,34.6875,0.027099609375,5.3125,0.747090041637421,USV,1
2890.66088867188,27.1875,0.0224609375,7.1875,0.736464023590088,USV,1
3100.63598632812,26.875,0.027099609375,5.9375,0.790072083473206,USV,1
3105.3544921875,26.875,0.02880859375,5.625,0.70116138458252,USV,1
3110.07299804688,26.5625,0.027099609375,6.875,0.766376852989197,USV,1
3225.67749023438,27.5,0.03369140625,7.1875,0.720485210418701,USV,1
3242.19604492188,26.25,0.02392578125,10.625,0.706608593463898,USV,1
3272.8701171875,26.5625,0.03369140625,6.25,0.736708879470825,USV,1
3346.00366210938,26.25,0.027099609375,8.4375,0.780650079250336,USV,1
3409.70678710938,25.9375,0.027099609375,7.8125,0.738254308700562,USV,1
3454.52661132812,27.8125,0.043212890625,12.8125,0.703037798404694,USV,1
3506.42797851562,24.0625,0.036865234375,13.4375,0.742833137512207,USV,1
3584.29296875,26.25,0.031982421875,6.875,0.800360500812531,USV,1
3827.291015625,26.25,0.04150390625,9.0625,0.769338548183441,USV,1
3829.654296875,26.875,0.030517578125,8.75,0.752425611019135,USV,1
3919.3095703125,25.9375,0.035400390625,9.375,0.702597260475159,USV,1
4164.24853515625,19.375,0.1025390625,7.1875,0.759273290634155,USV,1
4223.65869140625,25.9375,0.02880859375,9.375,0.774636507034302,USV,1
4240.17236328125,24.375,0.0400390625,13.75,0.738805413246155,USV,1
4275.55712890625,25.9375,0.03662109375,10.625,0.798374712467194,USV,1
4362.86181640625,34.6875,0.0322265625,5.625,0.720910429954529,USV,1
4419.4833984375,25.625,0.02880859375,9.375,0.714798152446747,USV,1
4424.1953125,25.9375,0.03857421875,10.625,0.742512285709381,USV,1
4433.638671875,25.625,0.02392578125,11.25,0.709121227264404,USV,1
4445.435546875,25.3125,0.0302734375,10.9375,0.75356251001358,USV,1
4612.9462890625,26.5625,0.0302734375,7.1875,0.706830024719238,USV,1
4671.9423828125,25,0.0302734375,10.625,0.812725603580475,USV,1
4717.29150390625,30.625,0.025390625,5.625,0.703334093093872,USV,1
4851.224609375,26.25,0.04150390625,9.0625,0.708044230937958,USV,1
4858.32080078125,26.25,0.0302734375,7.5,0.740738213062286,USV,1
4884.25830078125,24.6875,0.03662109375,11.875,0.72930383682251,USV,1
5002.23095703125,27.1875,0.02734375,8.4375,0.715373516082764,USV,1
5080.08154296875,26.25,0.0302734375,7.1875,0.730382859706879,USV,1
5103.67724609375,26.25,0.0322265625,6.5625,0.70788985490799,USV,1
5330.17578125,26.25,0.025390625,8.4375,0.700950801372528,USV,1
5426.90966796875,25.3125,0.044921875,11.25,0.706461548805237,USV,1
5658.1123046875,25.9375,0.0302734375,10,0.709828078746796,USV,1
5820.90478515625,27.1875,0.0224609375,5.3125,0.81310498714447,USV,1
5856.2939453125,25.3125,0.02880859375,8.4375,0.703393995761871,USV,1
5863.376953125,25.9375,0.02734375,7.8125,0.715546488761902,USV,1
5879.8955078125,25.9375,0.03857421875,11.25,0.754455208778381,USV,1
6026.16943359375,35.3125,0.02099609375,4.375,0.711560368537903,USV,1
6075.71533203125,27.8125,0.02099609375,7.1875,0.71225643157959,USV,1
6165.36279296875,25.9375,0.02880859375,7.5,0.732126176357269,USV,1
6262.0966796875,25.3125,0.025390625,9.6875,0.719347178936005,USV,1
6398.91943359375,26.875,0.04931640625,7.5,0.718805372714996,USV,1
6474.43359375,35.3125,0.0224609375,4.6875,0.849351048469543,USV,1
6724.513671875,27.1875,0.02734375,7.1875,0.738176345825195,USV,1
6889.66259765625,26.875,0.0302734375,6.875,0.719494998455048,USV,1
7021.7890625,25.625,0.025390625,8.125,0.764515817165375,USV,1
7050.0947265625,25.625,0.0341796875,7.5,0.72217071056366,USV,1
7238.84912109375,25.3125,0.04150390625,10.3125,0.778907358646393,USV,1
7411.07177734375,26.5625,0.02734375,8.125,0.787993967533112,USV,1
7413.4287109375,26.5625,0.0400390625,9.0625,0.717813313007355,USV,1
7713.06103515625,26.875,0.02880859375,7.5,0.724021077156067,USV,1
8383.1005859375,25.9375,0.0302734375,9.0625,0.746795475482941,USV,1
8493.982421875,25.625,0.0380859375,9.375,0.729177892208099,USV,1
8503.4208984375,25.3125,0.0380859375,11.5625,0.759681463241577,USV,1
