locationName,start,end,runtime (sec)
flevopark_5,2021-09-10 19:05:20,2021-09-10 21:28:27,8587.0
flevopark_5,2021-09-10 16:42:10,2021-09-10 19:05:16,8586.0
flevopark_5,2021-10-04 05:00:00,2021-10-04 05:04:20,260.0
flevopark_5,2021-10-01 18:23:10,2021-10-01 20:45:39,8549.0
flevopark_5,2021-11-28 07:23:10,2021-11-28 08:40:00,4610.0
flevopark_5,2021-09-29 16:00:00,2021-09-29 18:22:49,8569.0
flevopark_5,2021-09-10 07:09:30,2021-09-10 09:32:38,8588.0
flevopark_5,2021-09-10 21:28:30,2021-09-10 23:51:39,8589.0
flevopark_5,2021-09-15 00:00:00,2021-09-15 00:08:03,483.0
flevopark_5,2021-09-29 05:00:00,2021-09-29 07:21:43,8503.0
flevopark_5,2021-09-10 00:00:00,2021-09-10 02:23:08,8588.0
flevopark_5,2021-09-20 00:00:00,2021-09-20 00:02:29,149.0
flevopark_5,2021-09-10 04:46:20,2021-09-10 07:09:19,8579.0
flevopark_6,2021-09-29 07:23:10,2021-09-29 08:41:37,4707.0
flevopark_6,2021-11-27 07:23:10,2021-11-27 08:44:43,4893.0
flevopark_6,2021-09-29 16:00:00,2021-09-29 18:23:01,8581.0
flevopark_6,2021-11-28 18:23:10,2021-11-28 20:40:13,8223.0
flevopark_6,2021-11-27 18:23:10,2021-11-27 20:45:59,8569.0
flevopark_6,2021-11-26 20:46:20,2021-11-26 21:58:14,4314.0
flevopark_6,2021-11-27 20:46:20,2021-11-27 21:59:45,4405.0
flevopark_6,2021-09-30 07:23:10,2021-09-30 08:59:21,5771.0
flevopark_6,2021-11-25 20:46:20,2021-11-25 21:59:18,4378.0
flevopark_6,2021-11-28 20:46:20,2021-11-28 21:37:29,3069.0
flevopark_6,2021-11-24 16:00:00,2021-11-24 18:22:40,8560.0
flevopark_6,2021-09-29 05:00:00,2021-09-29 07:21:39,8499.0
flevopark_6,2021-11-25 18:23:10,2021-11-25 20:45:28,8538.0
flevopark_6,2021-11-25 07:23:10,2021-11-25 07:28:00,290.0
flevopark_6,2021-12-01 16:00:00,2021-12-01 16:02:43,163.0
flevopark_6,2021-11-25 16:00:00,2021-11-25 18:21:16,8476.0
flevopark_6,2021-11-28 07:23:10,2021-11-28 08:50:50,5260.0
flevopark_6,2021-11-29 16:00:00,2021-11-29 18:20:50,8450.0
flevopark_6,2021-09-29 20:46:20,2021-09-29 21:59:36,4396.0
flevopark_6,2021-11-29 05:00:00,2021-11-29 07:15:37,8137.0
flevopark_6,2021-09-28 20:46:20,2021-09-28 21:59:51,4411.0
flevopark_6,2021-09-30 16:00:00,2021-09-30 18:15:06,8106.0
flevopark_6,2021-11-30 05:00:00,2021-11-30 06:08:07,4087.0
flevopark_6,2021-11-27 05:00:00,2021-11-27 07:12:57,7977.0
flevopark_6,2021-09-29 18:23:10,2021-09-29 20:46:08,8578.0
flevopark_6,2021-11-29 18:23:10,2021-11-29 20:44:07,8457.0
flevopark_6,2021-11-30 16:00:00,2021-11-30 16:18:01,1081.0
flevopark_6,2021-11-25 05:00:00,2021-11-25 07:22:50,8570.0
flevopark_6,2021-11-24 18:23:10,2021-11-24 20:45:01,8511.0
flevopark_6,2021-11-26 16:00:00,2021-11-26 17:59:46,7186.0
flevopark_6,2021-11-26 07:23:10,2021-11-26 08:47:56,5086.0
flevopark_6,2021-11-28 05:00:00,2021-11-28 07:01:51,7311.0
flevopark_6,2021-11-29 07:23:10,2021-11-29 08:40:27,4637.0
flevopark_6,2021-11-24 20:46:20,2021-11-24 21:59:28,4388.0
flevopark_6,2021-11-28 16:00:00,2021-11-28 18:09:02,7742.0
flevopark_6,2021-11-27 16:00:00,2021-11-27 18:20:59,8459.0
flevopark_6,2021-11-26 05:00:00,2021-11-26 07:09:48,7788.0
flevopark_6,2021-11-29 20:46:21,2021-11-29 21:45:14,3533.0
flevopark_6,2021-11-26 18:23:10,2021-11-26 20:21:44,7114.0
flevopark_6,2021-09-30 05:00:00,2021-09-30 07:22:18,8538.0
flevopark_7,2021-09-22 00:00:00,2021-09-22 00:06:22,382.0
flevopark_7,2021-11-26 18:23:10,2021-11-26 19:54:00,5450.0
flevopark_7,2021-11-26 16:00:00,2021-11-26 17:34:49,5689.0
flevopark_7,2021-11-28 20:46:20,2021-11-28 21:09:11,1371.0
flevopark_7,2021-11-29 07:23:10,2021-11-29 07:41:20,1090.0
flevopark_7,2021-11-30 05:00:00,2021-11-30 05:05:13,313.0
flevopark_7,2021-11-28 05:00:00,2021-11-28 05:53:10,3190.0
flevopark_7,2021-09-16 09:38:34,2021-09-16 12:01:39,8585.0
flevopark_7,2021-09-16 23:57:34,2021-09-16 23:59:50,136.0
flevopark_7,2021-09-17 16:42:12,2021-09-17 19:03:19,8467.0
flevopark_7,2021-11-28 16:00:00,2021-11-28 17:57:16,7036.0
flevopark_7,2021-09-16 14:24:54,2021-09-16 16:47:24,8550.0
flevopark_7,2021-11-24 18:23:10,2021-11-24 18:44:40,1290.0
flevopark_7,2021-09-17 21:28:32,2021-09-17 23:39:29,7857.0
flevopark_7,2021-09-17 14:19:02,2021-09-17 16:41:46,8564.0
flevopark_7,2021-09-17 04:46:22,2021-09-17 07:08:38,8536.0
flevopark_7,2021-09-17 00:00:02,2021-09-17 02:21:12,8470.0
flevopark_7,2021-11-27 18:23:10,2021-11-27 19:17:26,3256.0
flevopark_7,2021-09-17 11:55:52,2021-09-17 14:18:58,8586.0
flevopark_7,2021-09-17 09:32:42,2021-09-17 11:55:26,8564.0
flevopark_7,2021-09-16 16:48:04,2021-09-16 19:11:13,8589.0
flevopark_7,2021-09-17 02:23:12,2021-09-17 04:46:08,8576.0
flevopark_7,2021-09-26 00:00:00,2021-09-26 00:03:09,189.0
flevopark_7,2021-11-29 18:23:10,2021-11-29 19:17:59,3289.0
flevopark_7,2021-09-16 21:34:24,2021-09-16 23:55:37,8473.0
flevopark_7,2021-09-18 00:00:00,2021-09-18 00:07:30,450.0
flevopark_7,2021-09-16 19:11:14,2021-09-16 21:33:42,8548.0
flevopark_7,2021-09-23 00:00:00,2021-09-23 00:05:44,344.0
flevopark_7,2021-11-24 16:00:00,2021-11-24 18:20:23,8423.0
flevopark_7,2021-09-27 00:00:00,2021-09-27 00:01:40,100.0
flevopark_7,2021-09-21 00:00:00,2021-09-21 00:06:28,388.0
flevopark_7,2021-11-29 05:00:00,2021-11-29 05:52:06,3126.0
flevopark_7,2021-11-25 18:23:10,2021-11-25 20:20:38,7048.0
flevopark_7,2021-09-19 00:00:00,2021-09-19 00:15:04,904.0
flevopark_7,2021-11-25 05:00:00,2021-11-25 07:10:14,7814.0
flevopark_7,2021-09-25 00:00:00,2021-09-25 00:04:12,252.0
flevopark_7,2021-11-25 16:00:00,2021-11-25 17:28:18,5298.0
flevopark_7,2021-09-17 19:05:22,2021-09-17 21:27:21,8519.0
flevopark_7,2021-09-16 12:01:44,2021-09-16 14:24:22,8558.0
flevopark_7,2021-09-24 00:00:00,2021-09-24 00:05:26,326.0
flevopark_7,2021-09-20 00:00:00,2021-09-20 00:11:08,668.0
flevopark_7,2021-09-17 07:09:32,2021-09-17 09:32:34,8582.0
flevopark_8,2021-09-18 04:46:22,2021-09-18 07:04:40,8298.0
flevopark_8,2021-09-22 00:00:00,2021-09-22 00:04:44,284.0
flevopark_8,2021-09-17 16:42:10,2021-09-17 19:05:17,8587.0
flevopark_8,2021-09-27 00:00:00,2021-09-27 00:02:41,161.0
flevopark_8,2021-09-23 00:00:00,2021-09-23 00:04:54,294.0
flevopark_8,2021-09-17 07:09:30,2021-09-17 09:25:56,8186.0
flevopark_8,2021-09-17 00:00:00,2021-09-17 02:23:07,8587.0
flevopark_8,2021-09-18 14:19:02,2021-09-18 16:12:57,6835.0
flevopark_8,2021-09-24 00:00:00,2021-09-24 00:05:23,323.0
flevopark_8,2021-09-17 09:32:40,2021-09-17 11:54:51,8531.0
flevopark_8,2021-09-17 02:23:10,2021-09-17 04:45:18,8528.0
flevopark_8,2021-09-18 09:32:42,2021-09-18 11:55:48,8586.0
flevopark_8,2021-09-26 00:00:00,2021-09-26 00:04:02,242.0
flevopark_8,2021-09-18 11:55:52,2021-09-18 14:17:06,8474.0
flevopark_8,2021-09-17 23:51:40,2021-09-17 23:59:57,497.0
flevopark_8,2021-09-21 00:00:00,2021-09-21 00:04:27,267.0
flevopark_8,2021-09-17 04:46:20,2021-09-17 07:07:30,8470.0
flevopark_8,2021-09-20 00:00:00,2021-09-20 00:11:50,710.0
flevopark_8,2021-09-18 07:09:32,2021-09-18 09:32:20,8568.0
flevopark_8,2021-09-25 00:00:00,2021-09-25 00:03:43,223.0
flevopark_8,2021-09-29 00:00:00,2021-09-29 00:00:10,10.0
flevopark_8,2021-09-17 14:19:00,2021-09-17 16:41:21,8541.0
flevopark_8,2021-09-18 00:00:02,2021-09-18 02:22:24,8542.0
flevopark_8,2021-09-19 00:00:00,2021-09-19 00:13:52,832.0
flevopark_8,2021-09-28 00:00:00,2021-09-28 00:01:24,84.0
flevopark_8,2021-09-17 11:55:50,2021-09-17 14:18:57,8587.0
flevopark_8,2021-09-17 19:05:20,2021-09-17 21:28:26,8586.0
flevopark_8,2021-09-17 11:55:50,2021-09-17 12:52:59,3429.0
flevopark_8,2021-09-18 02:23:12,2021-09-18 04:46:14,8582.0
flevopark_8,2021-09-17 21:28:30,2021-09-17 23:51:37,8587.0
flevopark_9,2021-10-03 07:23:10,2021-10-03 08:59:53,5803.0
flevopark_9,2021-10-01 07:23:10,2021-10-01 08:57:48,5678.0
flevopark_9,2021-11-29 05:00:00,2021-11-29 07:22:19,8539.0
flevopark_9,2021-09-17 02:23:11,2021-09-17 04:45:52,8561.0
flevopark_9,2021-09-27 00:00:00,2021-09-27 00:03:05,185.0
flevopark_9,2021-11-24 16:00:00,2021-11-24 18:20:58,8458.0
flevopark_9,2021-11-30 16:00:00,2021-11-30 16:09:13,553.0
flevopark_9,2021-10-10 05:00:00,2021-10-10 05:01:08,68.0
flevopark_9,2021-09-17 11:55:51,2021-09-17 14:17:00,8469.0
flevopark_9,2021-10-11 05:00:00,2021-10-11 05:00:49,49.0
flevopark_9,2021-10-07 16:00:00,2021-10-07 16:04:55,295.0
flevopark_9,2021-09-16 17:38:35,2021-09-16 20:01:36,8581.0
flevopark_9,2021-12-01 16:00:00,2021-12-01 16:07:44,464.0
flevopark_9,2021-10-06 05:00:00,2021-10-06 05:01:25,85.0
flevopark_9,2021-10-02 20:46:20,2021-10-02 21:59:53,4413.0
flevopark_9,2021-11-28 18:23:10,2021-11-28 20:42:37,8367.0
flevopark_9,2021-11-24 16:00:00,2021-11-24 18:20:58,8458.0
flevopark_9,2021-09-16 12:52:15,2021-09-16 15:14:15,8520.0
flevopark_9,2021-09-16 10:29:05,2021-09-16 12:52:03,8578.0
flevopark_9,2021-09-17 14:19:01,2021-09-17 16:41:55,8574.0
flevopark_9,2021-09-30 16:00:00,2021-09-30 18:23:06,8586.0
flevopark_9,2021-11-29 07:23:10,2021-11-29 08:49:46,5196.0
flevopark_9,2021-09-16 22:24:55,2021-09-16 23:59:38,5683.0
flevopark_9,2021-11-27 16:00:00,2021-11-27 17:56:08,6968.0
flevopark_9,2021-10-05 05:00:00,2021-10-05 05:10:44,644.0
flevopark_9,2021-11-25 16:00:00,2021-11-25 18:12:21,7941.0
flevopark_9,2021-09-24 00:00:00,2021-09-24 00:04:49,289.0
flevopark_9,2021-09-26 00:00:00,2021-09-26 00:01:13,73.0
flevopark_9,2021-11-27 18:23:10,2021-11-27 20:44:03,8453.0
flevopark_9,2021-10-01 20:46:20,2021-10-01 21:58:43,4343.0
flevopark_9,2021-09-17 19:05:21,2021-09-17 21:28:01,8560.0
flevopark_9,2021-11-29 20:46:20,2021-11-29 21:13:50,1650.0
flevopark_9,2021-09-16 15:15:25,2021-09-16 17:38:16,8571.0
flevopark_9,2021-09-17 23:51:41,2021-09-17 23:59:30,469.0
flevopark_9,2021-10-08 16:00:00,2021-10-08 16:01:22,82.0
flevopark_9,2021-11-25 05:00:00,2021-11-25 07:18:45,8325.0
flevopark_9,2021-10-02 16:00:00,2021-10-02 18:10:35,7835.0
flevopark_9,2021-11-29 18:23:10,2021-11-29 20:45:54,8564.0
flevopark_9,2021-09-23 00:00:00,2021-09-23 00:06:26,386.0
flevopark_9,2021-11-26 07:23:10,2021-11-26 08:44:11,4861.0
flevopark_9,2021-10-03 05:00:00,2021-10-03 07:14:31,8071.0
flevopark_9,2021-10-09 05:00:00,2021-10-09 05:02:48,168.0
flevopark_9,2021-11-27 20:46:20,2021-11-27 21:52:01,3941.0
flevopark_9,2021-11-24 18:23:10,2021-11-24 20:34:52,7902.0
flevopark_9,2021-10-02 05:00:00,2021-10-02 07:23:05,8585.0
flevopark_9,2021-11-26 05:00:00,2021-11-26 07:04:23,7463.0
flevopark_9,2021-10-02 07:23:10,2021-10-02 08:58:56,5746.0
flevopark_9,2021-09-17 00:00:01,2021-09-17 02:23:00,8579.0
flevopark_9,2021-10-03 18:23:10,2021-10-03 20:46:14,8584.0
flevopark_9,2021-11-28 16:00:00,2021-11-28 18:19:14,8354.0
flevopark_9,2021-11-25 20:46:20,2021-11-25 21:36:06,2986.0
flevopark_9,2021-10-01 18:23:10,2021-10-01 20:44:27,8477.0
flevopark_9,2021-09-17 16:42:11,2021-09-17 19:03:53,8502.0
flevopark_9,2021-11-27 07:23:10,2021-11-27 08:54:27,5477.0
flevopark_9,2021-09-25 00:00:00,2021-09-25 00:04:56,296.0
flevopark_9,2021-11-25 18:23:10,2021-11-25 20:39:23,8173.0
flevopark_9,2021-11-24 20:46:20,2021-11-24 21:57:21,4261.0
flevopark_9,2021-10-04 16:00:00,2021-10-04 16:09:36,576.0
flevopark_9,2021-09-16 20:01:45,2021-09-16 22:24:46,8581.0
flevopark_9,2021-09-29 00:00:00,2021-09-29 00:00:24,24.0
flevopark_9,2021-10-02 18:23:10,2021-10-02 20:43:13,8403.0
flevopark_9,2021-11-25 07:23:10,2021-11-25 08:25:56,3766.0
flevopark_9,2021-10-03 20:46:20,2021-10-03 21:59:59,4419.0
flevopark_9,2021-09-30 18:23:10,2021-09-30 20:46:18,8588.0
flevopark_9,2021-09-21 00:00:00,2021-09-21 00:08:52,532.0
flevopark_9,2021-09-18 00:00:02,2021-09-18 02:22:29,8547.0
flevopark_9,2021-09-17 07:09:31,2021-09-17 09:31:30,8519.0
flevopark_9,2021-11-29 16:00:00,2021-11-29 18:19:57,8397.0
flevopark_9,2021-10-01 16:00:00,2021-10-01 18:22:12,8532.0
flevopark_9,2021-10-01 05:00:00,2021-10-01 07:19:22,8362.0
flevopark_9,2021-09-17 21:28:31,2021-09-17 23:50:59,8548.0
flevopark_9,2021-11-28 05:00:00,2021-11-28 07:04:06,7446.0
flevopark_9,2021-10-07 05:00:00,2021-10-07 05:05:30,330.0
flevopark_9,2021-09-17 04:46:21,2021-09-17 07:09:27,8586.0
flevopark_9,2021-09-19 00:00:00,2021-09-19 00:18:49,1129.0
flevopark_9,2021-11-28 20:46:20,2021-11-28 21:57:11,4251.0
flevopark_9,2021-11-28 07:23:10,2021-11-28 08:51:59,5329.0
