locationName,start,end,runtime (sec)
flevopark_13,2021-10-08 05:00:00,2021-10-08 05:01:37,97.0
flevopark_13,2021-12-01 05:00:00,2021-12-01 05:09:46,586.0
flevopark_13,2021-11-25 07:23:10,2021-11-25 08:59:52,5802.0
flevopark_13,2021-11-25 20:46:20,2021-11-25 21:56:51,4231.0
flevopark_13,2021-10-07 16:00:00,2021-10-07 16:02:29,149.0
flevopark_13,2021-11-26 07:23:10,2021-11-26 08:57:43,5673.0
flevopark_13,2021-11-28 20:46:20,2021-11-28 21:57:16,4256.0
flevopark_13,2021-11-28 05:00:00,2021-11-28 07:22:13,8533.0
flevopark_13,2021-11-26 16:00:00,2021-11-26 18:22:56,8576.0
flevopark_13,2021-09-30 05:00:00,2021-09-30 07:23:09,8589.0
flevopark_13,2021-09-28 18:23:10,2021-09-28 20:46:13,8583.0
flevopark_13,2021-10-03 16:00:00,2021-10-03 16:09:12,552.0
flevopark_13,2021-12-01 16:00:00,2021-12-01 16:10:41,641.0
flevopark_13,2021-10-01 16:00:00,2021-10-01 18:23:05,8585.0
flevopark_13,2021-10-09 05:00:00,2021-10-09 05:00:30,30.0
flevopark_13,2021-09-28 20:46:20,2021-09-28 21:59:57,4417.0
flevopark_13,2021-10-05 16:00:00,2021-10-05 16:04:46,286.0
flevopark_13,2021-11-28 18:23:10,2021-11-28 20:39:18,8168.0
flevopark_13,2021-09-29 16:00:00,2021-09-29 18:23:08,8588.0
flevopark_13,2021-09-29 07:23:10,2021-09-29 08:59:58,5808.0
flevopark_13,2021-11-27 07:23:10,2021-11-27 08:59:54,5804.0
flevopark_13,2021-11-28 16:00:00,2021-11-28 18:22:19,8539.0
flevopark_13,2021-10-07 05:00:00,2021-10-07 05:03:12,192.0
flevopark_13,2021-11-27 20:46:20,2021-11-27 21:59:39,4399.0
flevopark_13,2021-09-30 16:00:00,2021-09-30 18:23:06,8586.0
flevopark_13,2021-11-27 16:00:00,2021-11-27 18:22:56,8576.0
flevopark_13,2021-10-01 05:00:00,2021-10-01 07:22:29,8549.0
flevopark_13,2021-10-05 05:00:00,2021-10-05 05:06:20,380.0
flevopark_13,2021-11-25 05:00:00,2021-11-25 07:20:57,8457.0
flevopark_13,2021-11-28 07:23:10,2021-11-28 08:59:53,5803.0
flevopark_2,2021-09-29 05:00:00,2021-09-29 06:49:29,6569.0
flevopark_2,2021-11-24 20:46:20,2021-11-24 21:59:29,4389.0
flevopark_2,2021-11-26 20:46:20,2021-11-26 21:59:36,4396.0
flevopark_2,2021-11-27 16:00:00,2021-11-27 18:16:55,8215.0
flevopark_2,2021-11-29 18:23:10,2021-11-29 20:37:57,8087.0
flevopark_2,2021-09-29 07:23:10,2021-09-29 08:59:29,5779.0
flevopark_2,2021-09-29 16:00:00,2021-09-29 18:23:05,8585.0
flevopark_2,2021-11-24 16:00:00,2021-11-24 18:23:09,8589.0
flevopark_2,2021-11-25 07:23:10,2021-11-25 08:57:57,5687.0
flevopark_2,2021-11-25 18:23:10,2021-11-25 20:46:14,8584.0
flevopark_2,2021-11-29 16:00:00,2021-11-29 18:12:04,7924.0
flevopark_2,2021-11-26 16:00:00,2021-11-26 18:22:03,8523.0
flevopark_2,2021-09-30 07:23:10,2021-09-30 08:59:52,5802.0
flevopark_2,2021-11-25 20:46:20,2021-11-25 21:59:56,4416.0
flevopark_2,2021-09-29 18:23:10,2021-09-29 20:45:26,8536.0
flevopark_2,2021-11-24 18:23:10,2021-11-24 20:46:01,8571.0
flevopark_2,2021-11-28 07:23:10,2021-11-28 08:55:28,5538.0
flevopark_2,2021-11-26 18:23:10,2021-11-26 20:45:23,8533.0
flevopark_2,2021-11-27 05:00:00,2021-11-27 07:17:55,8275.0
flevopark_2,2021-11-27 20:46:20,2021-11-27 21:48:10,3710.0
flevopark_2,2021-11-27 07:23:10,2021-11-27 08:58:36,5726.0
flevopark_2,2021-09-30 16:00:00,2021-09-30 18:23:09,8589.0
flevopark_2,2021-11-26 07:23:10,2021-11-26 08:55:26,5536.0
flevopark_2,2021-11-28 16:00:00,2021-11-28 18:16:41,8201.0
flevopark_2,2021-11-30 05:00:00,2021-11-30 05:21:15,1275.0
flevopark_2,2021-12-01 05:00:00,2021-12-01 05:01:16,76.0
flevopark_2,2021-11-27 18:23:10,2021-11-27 20:06:48,6218.0
flevopark_2,2021-11-30 16:00:00,2021-11-30 16:04:16,256.0
flevopark_2,2021-11-29 07:23:10,2021-11-29 08:58:51,5741.0
flevopark_2,2021-11-28 18:23:10,2021-11-28 20:06:37,6207.0
flevopark_2,2021-11-29 05:00:00,2021-11-29 07:22:16,8536.0
flevopark_2,2021-11-28 05:00:00,2021-11-28 07:22:11,8531.0
flevopark_2,2021-11-25 16:00:00,2021-11-25 18:22:46,8566.0
flevopark_2,2021-11-25 05:00:00,2021-11-25 07:20:11,8411.0
flevopark_2,2021-09-30 18:23:10,2021-09-30 20:08:04,6294.0
flevopark_2,2021-11-26 05:00:00,2021-11-26 07:15:45,8145.0
flevopark_2,2021-09-29 20:46:20,2021-09-29 21:59:51,4411.0
flevopark_2,2021-09-30 05:00:00,2021-09-30 05:35:56,2156.0
flevopark_3,2021-09-29 07:23:10,2021-09-29 08:44:08,4858.0
flevopark_3,2021-09-30 16:00:00,2021-09-30 18:23:09,8589.0
flevopark_3,2021-10-01 05:00:00,2021-10-01 06:55:13,6913.0
flevopark_3,2021-11-25 05:00:00,2021-11-25 07:18:20,8300.0
flevopark_3,2021-11-28 16:00:00,2021-11-28 18:16:39,8199.0
flevopark_3,2021-11-29 16:00:00,2021-11-29 18:18:24,8304.0
flevopark_3,2021-11-28 07:23:10,2021-11-28 08:54:25,5475.0
flevopark_3,2021-11-27 20:46:20,2021-11-27 21:59:47,4407.0
flevopark_3,2021-11-27 05:00:00,2021-11-27 06:54:48,6888.0
flevopark_3,2021-11-27 18:23:10,2021-11-27 20:46:18,8588.0
flevopark_3,2021-11-26 20:46:20,2021-11-26 21:55:14,4134.0
flevopark_3,2021-11-27 07:23:10,2021-11-27 08:59:45,5795.0
flevopark_3,2021-11-28 20:46:20,2021-11-28 21:59:41,4401.0
flevopark_3,2021-11-26 18:23:10,2021-11-26 20:44:41,8491.0
flevopark_3,2021-11-26 07:23:10,2021-11-26 08:56:58,5628.0
flevopark_3,2021-11-28 05:00:00,2021-11-28 07:20:09,8409.0
flevopark_3,2021-09-30 07:23:10,2021-09-30 08:59:36,5786.0
flevopark_3,2021-09-29 16:00:00,2021-09-29 18:22:59,8579.0
flevopark_3,2021-11-29 05:00:00,2021-11-29 07:19:36,8376.0
flevopark_3,2021-11-27 16:00:00,2021-11-27 18:18:27,8307.0
flevopark_3,2021-11-26 16:00:00,2021-11-26 18:22:40,8560.0
flevopark_3,2021-11-28 18:23:10,2021-11-28 20:45:16,8526.0
flevopark_3,2021-11-29 18:23:10,2021-11-29 20:21:32,7102.0
flevopark_3,2021-11-26 05:00:00,2021-11-26 07:20:31,8431.0
flevopark_3,2021-09-30 20:46:20,2021-09-30 21:59:52,4412.0
flevopark_3,2021-11-24 20:46:20,2021-11-24 21:59:39,4399.0
flevopark_3,2021-09-30 05:00:00,2021-09-30 07:23:07,8587.0
flevopark_3,2021-11-24 16:00:00,2021-11-24 18:20:47,8447.0
flevopark_3,2021-11-24 18:23:10,2021-11-24 20:44:13,8463.0
flevopark_3,2021-11-25 20:46:20,2021-11-25 21:59:18,4378.0
flevopark_3,2021-11-25 07:23:10,2021-11-25 08:56:27,5597.0
flevopark_3,2021-11-25 16:00:00,2021-11-25 18:21:56,8516.0
flevopark_3,2021-09-29 20:46:20,2021-09-29 21:51:51,3931.0
flevopark_3,2021-11-30 16:00:00,2021-11-30 16:02:27,147.0
flevopark_3,2021-09-29 18:23:10,2021-09-29 20:46:18,8588.0
flevopark_3,2021-11-29 07:23:10,2021-11-29 08:59:52,5802.0
flevopark_3,2021-09-30 18:23:10,2021-09-30 20:46:17,8587.0
flevopark_3,2021-11-25 18:23:10,2021-11-25 20:45:46,8556.0
flevopark_4,2021-11-29 18:23:10,2021-11-29 19:30:26,4036.0
flevopark_4,2021-11-27 16:00:00,2021-11-27 18:10:52,7852.0
flevopark_4,2021-11-27 07:23:10,2021-11-27 08:57:53,5683.0
flevopark_4,2021-11-29 07:23:10,2021-11-29 08:55:26,5536.0
flevopark_4,2021-11-24 18:23:10,2021-11-24 20:38:53,8143.0
flevopark_4,2021-11-28 05:00:00,2021-11-28 07:21:31,8491.0
flevopark_4,2021-11-25 20:46:20,2021-11-25 21:58:51,4351.0
flevopark_4,2021-09-29 18:23:10,2021-09-29 20:46:19,8589.0
flevopark_4,2021-12-02 05:00:00,2021-12-02 05:02:38,158.0
flevopark_4,2021-09-30 05:00:00,2021-09-30 07:22:20,8540.0
flevopark_4,2021-11-28 16:00:00,2021-11-28 18:22:58,8578.0
flevopark_4,2021-11-27 20:46:20,2021-11-27 21:53:28,4028.0
flevopark_4,2021-11-24 20:46:20,2021-11-24 21:46:36,3616.0
flevopark_4,2021-11-26 05:00:00,2021-11-26 07:22:20,8540.0
flevopark_4,2021-11-25 18:23:10,2021-11-25 20:46:12,8582.0
flevopark_4,2021-11-28 07:23:10,2021-11-28 08:55:11,5521.0
flevopark_4,2021-09-29 05:00:00,2021-09-29 07:01:59,7319.0
flevopark_4,2021-09-28 20:46:20,2021-09-28 21:59:55,4415.0
flevopark_4,2021-11-27 05:00:00,2021-11-27 06:51:34,6694.0
flevopark_4,2021-11-26 07:23:10,2021-11-26 08:56:15,5585.0
flevopark_4,2021-11-28 20:46:20,2021-11-28 21:57:44,4284.0
flevopark_4,2021-11-24 16:00:00,2021-11-24 18:19:07,8347.0
flevopark_4,2021-11-30 05:00:00,2021-11-30 05:20:48,1248.0
flevopark_4,2021-11-26 16:00:00,2021-11-26 17:31:14,5474.0
flevopark_4,2021-11-29 05:00:00,2021-11-29 07:14:22,8062.0
flevopark_4,2021-09-30 07:23:10,2021-09-30 08:06:07,2577.0
flevopark_4,2021-12-01 16:00:00,2021-12-01 16:07:46,466.0
flevopark_4,2021-12-01 05:00:00,2021-12-01 05:05:59,359.0
flevopark_4,2021-11-29 16:00:00,2021-11-29 18:19:07,8347.0
flevopark_4,2021-11-25 05:00:00,2021-11-25 07:03:45,7425.0
flevopark_4,2021-09-29 16:00:00,2021-09-29 18:21:00,8460.0
flevopark_4,2021-09-29 07:23:10,2021-09-29 08:42:28,4758.0
flevopark_4,2021-11-26 20:46:20,2021-11-26 21:55:01,4121.0
flevopark_4,2021-09-29 20:46:20,2021-09-29 21:59:47,4407.0
flevopark_4,2021-11-26 18:23:10,2021-11-26 19:40:09,4619.0
flevopark_4,2021-11-25 16:00:00,2021-11-25 18:21:40,8500.0
flevopark_4,2021-11-28 18:23:10,2021-11-28 20:45:35,8545.0
flevopark_4,2021-11-25 07:23:10,2021-11-25 08:39:37,4587.0
flevopark_4,2021-11-27 18:23:10,2021-11-27 20:44:41,8491.0
flevopark_4,2021-11-30 16:00:00,2021-11-30 16:10:42,642.0
flevopark_5,2021-11-29 07:23:10,2021-11-29 08:58:42,5732.0
flevopark_5,2021-11-25 07:23:10,2021-11-25 08:51:23,5293.0
flevopark_5,2021-11-28 20:46:20,2021-11-28 21:58:42,4342.0
flevopark_5,2021-11-26 18:23:10,2021-11-26 19:53:15,5405.0
flevopark_5,2021-09-11 14:19:02,2021-09-11 16:41:55,8573.0
flevopark_5,2021-10-01 16:00:00,2021-10-01 17:24:55,5095.0
flevopark_5,2021-11-29 05:00:00,2021-11-29 07:18:44,8324.0
flevopark_5,2021-09-29 18:23:10,2021-09-29 20:46:09,8579.0
flevopark_5,2021-09-13 00:00:00,2021-09-13 00:11:55,715.0
flevopark_5,2021-09-30 16:00:00,2021-09-30 18:21:23,8483.0
flevopark_5,2021-12-01 16:00:00,2021-12-01 16:04:14,254.0
flevopark_5,2021-11-24 18:23:10,2021-11-24 18:47:19,1449.0
flevopark_5,2021-11-27 07:23:10,2021-11-27 08:45:10,4920.0
flevopark_5,2021-09-12 00:00:00,2021-09-12 00:14:22,862.0
flevopark_5,2021-11-28 16:00:00,2021-11-28 18:23:04,8584.0
flevopark_5,2021-09-30 05:00:00,2021-09-30 07:21:56,8516.0
flevopark_5,2021-09-11 09:32:42,2021-09-11 11:55:40,8578.0
flevopark_5,2021-10-01 07:23:10,2021-10-01 08:54:46,5496.0
flevopark_5,2021-11-26 16:00:00,2021-11-26 17:39:02,5942.0
flevopark_5,2021-11-29 18:23:10,2021-11-29 20:07:16,6246.0
flevopark_5,2021-09-29 07:23:10,2021-09-29 08:57:30,5660.0
flevopark_5,2021-11-28 18:23:10,2021-11-28 20:44:01,8451.0
flevopark_5,2021-09-22 00:00:00,2021-09-22 00:00:14,14.0
flevopark_5,2021-09-11 02:23:12,2021-09-11 04:46:21,8589.0
flevopark_5,2021-09-28 18:23:10,2021-09-28 20:45:57,8567.0
flevopark_5,2021-09-10 02:23:10,2021-09-10 04:45:50,8560.0
flevopark_5,2021-09-29 20:46:20,2021-09-29 21:59:05,4365.0
flevopark_5,2021-11-28 05:00:00,2021-11-28 07:23:07,8587.0
flevopark_5,2021-09-30 18:23:10,2021-09-30 20:46:19,8589.0
flevopark_5,2021-10-04 16:00:00,2021-10-04 16:07:33,453.0
flevopark_5,2021-11-29 16:00:00,2021-11-29 18:22:58,8578.0
flevopark_5,2021-11-25 18:23:10,2021-11-25 20:25:43,7353.0
flevopark_5,2021-09-28 20:46:20,2021-09-28 21:59:14,4374.0
flevopark_5,2021-11-27 05:00:00,2021-11-27 07:09:17,7757.0
flevopark_5,2021-11-26 07:23:10,2021-11-26 08:58:38,5728.0
flevopark_5,2021-11-24 20:46:20,2021-11-24 20:46:52,32.0
flevopark_5,2021-09-17 00:00:00,2021-09-17 00:05:38,338.0
flevopark_5,2021-12-01 05:00:00,2021-12-01 05:06:14,374.0
flevopark_5,2021-09-21 00:00:00,2021-09-21 00:01:19,79.0
flevopark_5,2021-09-30 07:23:10,2021-09-30 08:57:42,5672.0
flevopark_5,2021-09-18 00:00:00,2021-09-18 00:04:15,255.0
flevopark_5,2021-10-01 20:46:20,2021-10-01 21:57:35,4275.0
flevopark_5,2021-09-11 16:42:12,2021-09-11 17:22:59,2447.0
flevopark_5,2021-11-26 20:46:20,2021-11-26 21:52:46,3986.0
flevopark_5,2021-09-30 20:46:20,2021-09-30 21:59:57,4417.0
flevopark_5,2021-09-10 09:32:40,2021-09-10 11:55:49,8589.0
flevopark_5,2021-11-25 20:46:20,2021-11-25 21:58:06,4306.0
flevopark_5,2021-10-01 05:00:00,2021-10-01 07:17:52,8272.0
flevopark_5,2021-09-10 14:19:00,2021-09-10 16:40:35,8495.0
flevopark_5,2021-09-11 07:09:32,2021-09-11 09:21:32,7920.0
flevopark_5,2021-09-14 00:00:00,2021-09-14 00:08:47,527.0
flevopark_5,2021-09-11 00:00:02,2021-09-11 02:23:10,8588.0
flevopark_5,2021-10-02 05:00:00,2021-10-02 07:09:09,7749.0
flevopark_5,2021-09-10 23:51:40,2021-09-10 23:59:58,498.0
flevopark_5,2021-09-19 00:00:00,2021-09-19 00:03:24,204.0
flevopark_5,2021-11-27 18:23:10,2021-11-27 20:34:14,7864.0
flevopark_5,2021-11-25 16:00:00,2021-11-25 18:17:30,8250.0
flevopark_5,2021-09-11 11:55:52,2021-09-11 14:18:47,8575.0
flevopark_5,2021-11-26 05:00:00,2021-11-26 07:00:54,7254.0
flevopark_5,2021-10-05 16:00:00,2021-10-05 16:02:35,155.0
flevopark_5,2021-09-10 11:55:50,2021-09-10 14:18:47,8577.0
flevopark_5,2021-09-16 00:00:00,2021-09-16 00:06:08,368.0
flevopark_5,2021-09-28 16:00:00,2021-09-28 18:23:09,8589.0
flevopark_5,2021-11-25 05:00:00,2021-11-25 07:22:11,8531.0
flevopark_5,2021-09-11 04:46:22,2021-09-11 07:01:45,8123.0
