locationName,filename,total_observations_file,timestamps
flevopark_1,flevopark_13_audio1_2021-10-04_16-00-00_(22) 2023-01-23 11_20 AM.csv,1,1633356004.7447166
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637857066.671875
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637856453.6872559
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637855840.3728027
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637855091.9384766
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637853297.1688232
flevopark_1,flevopark_1_audio1_2021-10-02_05-00-00_(18) 2023-01-23  1_31 PM.csv,6,1633149020.1381836
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637857806.6357422
flevopark_1,flevopark_1_audio1_2021-10-02_05-00-00_(18) 2023-01-23  1_31 PM.csv,6,1633148266.3095703
flevopark_1,flevopark_1_audio1_2021-10-02_05-00-00_(18) 2023-01-23  1_31 PM.csv,6,1633145869.2763672
flevopark_1,flevopark_1_audio1_2021-10-02_05-00-00_(18) 2023-01-23  1_31 PM.csv,6,1633145244.8656006
flevopark_1,flevopark_1_audio1_2021-10-02_05-00-00_(18) 2023-01-23  1_31 PM.csv,6,1633143933.6594849
flevopark_1,flevopark_12_audio1_2021-11-26_18-23-10_(13) 2022-12-14 10_10 PM.csv,9,1637955581.604004
flevopark_1,flevopark_12_audio1_2021-11-26_18-23-10_(13) 2022-12-14 10_10 PM.csv,9,1637953504.744629
flevopark_1,flevopark_12_audio1_2021-11-26_18-23-10_(13) 2022-12-14 10_10 PM.csv,9,1637952565.8603516
flevopark_1,flevopark_1_audio1_2021-10-02_05-00-00_(18) 2023-01-23  1_31 PM.csv,6,1633146761.0319824
flevopark_1,flevopark_12_audio1_2021-11-26_18-23-10_(13) 2022-12-14 10_10 PM.csv,9,1637950702.5842285
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637858421.3999023
flevopark_1,flevopark_10_audio1_2021-11-25_16-00-00_(6) 2022-12-14  6_28 PM.csv,10,1637859785.4238281
flevopark_1,flevopark_13_audio1_2021-09-29_16-00-00_(5) 2023-01-23 10_28 AM.csv,15,1632931377.6137695
flevopark_1,flevopark_13_audio1_2021-09-29_16-00-00_(5) 2023-01-23 10_28 AM.csv,15,1632930777.4228516
flevopark_1,flevopark_13_audio1_2021-09-29_16-00-00_(5) 2023-01-23 10_28 AM.csv,15,1632930176.8032227
flevopark_1,flevopark_13_audio1_2021-09-29_16-00-00_(5) 2023-01-23 10_28 AM.csv,15,1632929566.866211
