locationName,filename,total_observations_file,timestamps
flevopark_1,flevopark_13_audio1_2021-09-28_18-23-10_(1) 2023-01-23 10_14 AM.csv,8,1632850993.8095703
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633026244.1723633
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633025034.4174805
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633023810.3105469
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633022603.5893555
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633021401.5625
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633020198.6828613
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633018990.073604
flevopark_1,flevopark_12_audio1_2021-12-01_16-00-00_(31) 2023-01-23 10_04 AM.csv,1,1638370807.06805
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632854765.2539062
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632853560.9228516
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632852339.0234375
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632851066.9433594
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632849854.5673828
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632848651.7695312
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632847445.613037
flevopark_1,flevopark_1_audio1_2021-09-28_18-23-10_(1) 2023-01-23 12_47 PM.csv,8,1632846190.4752088
flevopark_1,flevopark_13_audio1_2021-11-28_07-23-10_(20) 2023-01-23 12_18 PM.csv,5,1638085712.9956055
flevopark_1,flevopark_1_audio1_2021-09-30_18-23-10_(11) 2023-01-23  1_13 PM.csv,8,1633027466.4267578
flevopark_1,flevopark_13_audio1_2021-11-25_16-00-00_(6) 2023-01-23 11_39 AM.csv,6,1637852446.3589401
flevopark_1,flevopark_13_audio1_2021-11-25_16-00-00_(6) 2023-01-23 11_39 AM.csv,6,1637853709.6503906
flevopark_1,flevopark_13_audio1_2021-11-25_16-00-00_(6) 2023-01-23 11_39 AM.csv,6,1637855172.0690918
flevopark_1,flevopark_11_audio1_2021-11-26_16-00-00_(11) 2022-12-14  7_48 PM.csv,6,1637938900.6539764
flevopark_1,flevopark_13_audio1_2021-10-09_16-00-00_(31) 2023-01-23 11_21 AM.csv,1,1633788003.9904492
flevopark_1,flevopark_11_audio1_2021-12-01_05-00-00_(30) 2022-12-14  8_31 PM.csv,1,1638331288.072998
flevopark_1,flevopark_12_audio1_2021-11-26_20-46-20_(14) 2022-12-14 10_11 PM.csv,4,1637959808.090332
flevopark_1,flevopark_12_audio1_2021-11-26_20-46-20_(14) 2022-12-14 10_11 PM.csv,4,1637958479.8032227
flevopark_1,flevopark_12_audio1_2021-11-26_20-46-20_(14) 2022-12-14 10_11 PM.csv,4,1637957255.329712
flevopark_1,flevopark_12_audio1_2021-11-26_20-46-20_(14) 2022-12-14 10_11 PM.csv,4,1637955993.1048727
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638165864.4355469
flevopark_1,flevopark_13_audio1_2021-11-28_07-23-10_(20) 2023-01-23 12_18 PM.csv,5,1638084378.0402832
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638164637.9750977
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638162127.6850586
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638160893.7810059
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638159633.9007568
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638158433.0291862
flevopark_1,flevopark_10_audio1_2021-11-29_07-23-10_(24) 2022-12-14  7_14 PM.csv,1,1638167318.2297363
flevopark_1,flevopark_13_audio1_2021-11-25_16-00-00_(6) 2023-01-23 11_39 AM.csv,6,1637859723.4262695
flevopark_1,flevopark_13_audio1_2021-11-25_16-00-00_(6) 2023-01-23 11_39 AM.csv,6,1637858420.9067383
flevopark_1,flevopark_13_audio1_2021-11-25_16-00-00_(6) 2023-01-23 11_39 AM.csv,6,1637856390.144043
flevopark_1,flevopark_12_audio1_2021-11-29_05-00-00_(25) 2023-01-23  9_57 AM.csv,7,1638163425.2983398
flevopark_1,flevopark_13_audio1_2021-11-28_07-23-10_(20) 2023-01-23 12_18 PM.csv,5,1638083130.1662598
flevopark_1,flevopark_13_audio1_2021-11-28_07-23-10_(20) 2023-01-23 12_18 PM.csv,5,1638081925.7457275
flevopark_1,flevopark_13_audio1_2021-11-28_07-23-10_(20) 2023-01-23 12_18 PM.csv,5,1638080604.3511267
flevopark_1,flevopark_10_audio1_2021-11-26_07-23-10_(10) 2022-12-14  6_38 PM.csv,4,1637910324.5373535
flevopark_1,flevopark_10_audio1_2021-11-26_07-23-10_(10) 2022-12-14  6_38 PM.csv,4,1637909029.28479
flevopark_1,flevopark_10_audio1_2021-11-26_07-23-10_(10) 2022-12-14  6_38 PM.csv,4,1637907826.0418434
flevopark_1,flevopark_1_audio1_2021-10-01_20-46-20_(17) 2023-01-23  1_28 PM.csv,4,1633117614.1074219
flevopark_1,flevopark_1_audio1_2021-10-01_20-46-20_(17) 2023-01-23  1_28 PM.csv,4,1633116411.8115234
flevopark_1,flevopark_1_audio1_2021-10-01_20-46-20_(17) 2023-01-23  1_28 PM.csv,4,1633115208.8562012
flevopark_1,flevopark_1_audio1_2021-10-01_20-46-20_(17) 2023-01-23  1_28 PM.csv,4,1633113991.610364
flevopark_1,flevopark_11_audio1_2021-11-29_16-00-00_(26) 2022-12-14  8_27 PM.csv,7,1638206306.116211
flevopark_1,flevopark_10_audio1_2021-11-26_07-23-10_(10) 2022-12-14  6_38 PM.csv,4,1637912781.428711
flevopark_1,flevopark_11_audio1_2021-11-29_16-00-00_(26) 2022-12-14  8_27 PM.csv,7,1638204748.9711914
flevopark_1,flevopark_11_audio1_2021-11-29_16-00-00_(26) 2022-12-14  8_27 PM.csv,7,1638202284.4833984
flevopark_1,flevopark_11_audio1_2021-11-29_16-00-00_(26) 2022-12-14  8_27 PM.csv,7,1638200629.4257812
flevopark_1,flevopark_11_audio1_2021-11-29_16-00-00_(26) 2022-12-14  8_27 PM.csv,7,1638199391.9777832
flevopark_1,flevopark_11_audio1_2021-11-29_16-00-00_(26) 2022-12-14  8_27 PM.csv,7,1638198044.826126
flevopark_1,flevopark_12_audio1_2021-11-27_05-00-00_(15) 2022-12-14 10_14 PM.csv,1,1637993220.2246094
flevopark_1,flevopark_13_audio1_2021-10-01_16-00-00_(15) 2023-01-23 11_10 AM.csv,6,1633104711.2939453
flevopark_1,flevopark_13_audio1_2021-10-01_16-00-00_(15) 2023-01-23 11_10 AM.csv,6,1633103509.4077148
