Box_1,Box_2,Box_3,Box_4,Score,Type,Accept
32.5827827453613,24.6875,0.0368003845214844,12.5,0.815497279167175,USV,1
37.2804374694824,26.875,0.0415992736816406,9.375,0.771556675434113,USV,1
39.6420593261719,26.25,0.0288009643554688,8.125,0.700276017189026,USV,1
63.2391357421875,27.8125,0.0256004333496094,5.625,0.702313899993896,USV,1
65.5975646972656,26.875,0.0304031372070312,8.75,0.709225594997406,USV,1
93.9146957397461,26.5625,0.0271987915039062,7.5,0.732255399227142,USV,1
103.340408325195,27.5,0.0431976318359375,6.875,0.79754775762558,USV,1
131.654327392578,27.5,0.041595458984375,6.875,0.78163081407547,USV,1
237.823577880859,28.125,0.0447998046875,6.875,0.746849536895752,USV,1
247.254089355469,27.5,0.0447998046875,6.5625,0.753714144229889,USV,1
251.982131958008,27.1875,0.0319976806640625,6.25,0.735003292560577,USV,1
318.040496826172,27.8125,0.02880859375,5.9375,0.722531795501709,USV,1
336.903137207031,36.875,0.048004150390625,12.8125,0.781125545501709,USV,1
336.984710693359,37.8125,0.040008544921875,10.625,0.885690629482269,USV,1
337.069519042969,37.8125,0.040008544921875,9.375,0.725257635116577,USV,1
337.167114257812,37.8125,0.02239990234375,6.5625,0.715957880020142,USV,1
338.047149658203,36.5625,0.041595458984375,12.5,0.71417361497879,USV,1
338.666351318359,37.1875,0.040008544921875,11.5625,0.748460054397583,USV,1
338.749542236328,36.25,0.035186767578125,18.125,0.705914735794067,USV,1
338.938354492188,36.875,0.03839111328125,10.9375,0.835921943187714,USV,1
339.032745361328,36.875,0.0447998046875,7.5,0.800732553005219,USV,1
339.130340576172,36.875,0.02398681640625,8.75,0.721564471721649,USV,1
339.399139404297,36.25,0.048004150390625,11.875,0.90817666053772,USV,1
339.674346923828,36.5625,0.0416259765625,10.9375,0.787583649158478,USV,1
339.762359619141,36.875,0.02239990234375,11.25,0.808813154697418,USV,1
340.191162109375,36.875,0.025604248046875,10.3125,0.807962894439697,USV,1
340.839172363281,35.9375,0.033599853515625,6.875,0.772420227527618,USV,1
341.415191650391,35.9375,0.025604248046875,5.625,0.722227096557617,USV,1
358.156158447266,27.5,0.02880859375,6.5625,0.729867279529572,USV,1
410.055969238281,26.5625,0.035186767578125,9.6875,0.857619166374207,USV,1
421.840118408203,27.8125,0.0447998046875,7.5,0.743490099906921,USV,1
502.060241699219,25,0.04803466796875,11.25,0.720140337944031,USV,1
509.148315429688,28.125,0.02398681640625,5.625,0.73623913526535,USV,1
530.374145507812,26.875,0.03997802734375,7.1875,0.712572455406189,USV,1
532.735778808594,27.8125,0.0272216796875,6.5625,0.704348504543304,USV,1
572.848266601562,27.5,0.03363037109375,6.875,0.722578167915344,USV,1
638.913024902344,25.625,0.03363037109375,10,0.805228054523468,USV,1
643.617126464844,26.5625,0.043212890625,9.375,0.790394723415375,USV,1
648.349975585938,26.875,0.02239990234375,6.875,0.752823650836945,USV,1
667.215759277344,26.875,0.031982421875,8.125,0.712005138397217,USV,1
712.035461425781,26.875,0.04638671875,9.0625,0.726085305213928,USV,1
714.403503417969,25.3125,0.03521728515625,10.9375,0.744835674762726,USV,1
789.905212402344,26.875,0.02880859375,8.125,0.763747751712799,USV,1
804.052551269531,26.5625,0.0416259765625,7.8125,0.723764181137085,USV,1
822.884765625,27.8125,0.04638671875,7.5,0.714163661003113,USV,1
896.064819335938,27.1875,0.0416259765625,7.5,0.702862977981567,USV,1
971.563293457031,26.5625,0.0447998046875,7.5,0.7703537940979,USV,1
990.445129394531,25.9375,0.0303955078125,8.75,0.700811684131622,USV,1
1002.23724365234,27.1875,0.0303955078125,6.875,0.700525760650635,USV,1
1035.26647949219,27.8125,0.0400390625,6.875,0.804067671298981,USV,1
1136.71728515625,28.125,0.0335693359375,6.25,0.751309394836426,USV,1
1167.39123535156,27.5,0.0272216796875,8.4375,0.702507078647614,USV,1
1266.47229003906,26.875,0.0400390625,8.125,0.715577602386475,USV,1
1311.31127929688,27.5,0.020751953125,5.3125,0.789537012577057,USV,1
1320.74658203125,27.5,0.0303955078125,7.8125,0.746333599090576,USV,1
1351.361328125,26.25,0.0447998046875,9.0625,0.744398057460785,USV,1
1436.34790039062,26.5625,0.0240478515625,8.125,0.757659554481506,USV,1
1476.45556640625,27.1875,0.0367431640625,8.75,0.722410500049591,USV,1
1542.53161621094,26.5625,0.0447998046875,9.375,0.715009152889252,USV,1
1622.73571777344,27.5,0.0272216796875,7.8125,0.700150370597839,USV,1
1721.82482910156,25.9375,0.031982421875,8.75,0.706749856472015,USV,1
1858.65686035156,26.5625,0.043212890625,8.125,0.736136913299561,USV,1
1922.36474609375,26.25,0.02880859375,9.375,0.705525875091553,USV,1
2021.45397949219,26.25,0.025634765625,8.4375,0.742984473705292,USV,1
2030.84118652344,25.9375,0.0496826171875,9.0625,0.718433022499084,USV,1
2106.33642578125,26.5625,0.04638671875,8.75,0.735385537147522,USV,1
2146.5048828125,25.9375,0.043212890625,9.6875,0.702593684196472,USV,1
2207.84008789062,27.8125,0.02880859375,7.5,0.706586420536041,USV,1
2217.2705078125,27.1875,0.04150390625,6.25,0.729297041893005,USV,1
2240.87084960938,27.1875,0.02880859375,8.4375,0.710632145404816,USV,1
2297.5068359375,25.625,0.038330078125,9.6875,0.743918418884277,USV,1
2306.92919921875,25.9375,0.038330078125,8.4375,0.78207540512085,USV,1
2349.3984375,26.5625,0.030517578125,8.125,0.722539961338043,USV,1
2372.99243164062,27.8125,0.02880859375,8.75,0.715369999408722,USV,1
2453.19506835938,26.25,0.043212890625,9.375,0.776290833950043,USV,1
2490.95849609375,26.5625,0.0224609375,8.4375,0.745023727416992,USV,1
2493.3154296875,27.5,0.02880859375,5.9375,0.716906130313873,USV,1
2568.81225585938,26.875,0.02880859375,6.25,0.792107820510864,USV,1
2615.99365234375,25.625,0.0400390625,9.375,0.738496065139771,USV,1
2674.9814453125,28.75,0.02880859375,6.875,0.753453314304352,USV,1
